id,title,description,availability,availability_date,expiration_date,link,mobile_link,image_link,price,sale_price,sale_price_effective_date,identifier_exists,gtin,mpn,brand,product_highlight,product_detail,additional_image_link,condition,adult,color,size,size_type,size_system,gender,material,pattern,age_group,multipack,is bundle,unit_pricing_measure,unit_pricing_base_measure,energy_efficiency_class,min_energy_efficiency_class,max_energy_efficiency,item_group_id,video_link,virtual_model_link,cost_of_goods_sold
orc-barbarian-miniature,Orc Barbarian Miniature,"Bring savage strength to your tabletop with this Orc Barbarian miniature, a heavily armored warrior wielding a brutal two-handed axe. Designed with incredible detail and a powerful stance, this model is perfect for collectors, painters, and tabletop gamers looking to add a commanding presence to their party or army. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed Orc Barbarian with massive battle axe Heavy armor and chainmail textures for advanced painting Dynamic, battle-ready pose on a detailed base Ideal for DnD, Pathfinder, and other tabletop RPGs 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm (heroic scale) 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect for PaintersFrom the layered armor to the weathered weapon, this miniature offers a rewarding painting experience with plenty of texture and depth. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: Dungeon Master Shop Promotional Images: Provided by Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/orc-barbarian-miniature,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/orc-barbarian-miniature/1781383372421-720X720-Guerreiro_-_Orc__F__-_Com_Logo.png,10.99 USD,,,no,,orc-barbarian-miniature,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/orc-barbarian-miniature/1781383374944-720X720-Guerreiro_-_Orc__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
rugged-demon-hunter,Rugged Demon Hunter,"🗡️ A hardened wanderer forged by countless battles, this grim hooded demon hunter strides across the frontier with a massive greatsword, layered armor, and the presence of a seasoned monster slayer. Loaded with practical gear and sculpted with gritty realism, this miniature is perfect for dark‑fantasy campaigns, gritty protagonists, or display painters looking for a rugged centerpiece. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureRugged, battle‑hardened anatomy with realistic proportions Massive worn greatsword with convincing weight and weathering Hooded cloak for a mysterious, grim‑hunter silhouette Layered armor with straps, pouches, and adventurer gear Secondary blade at the waist for versatile combat loadout Scenic base featuring dirt, rocks, and natural terrain 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm 75mm (display scale) 150mm (statue size) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 For RPG GamingDemon hunter Human warrior Monster slayer Dark fantasy protagonist Display miniature for painters 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/rugged-demon-hunter,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/rugged-demon-hunter-dark-fantasy-miniature-unpainted-resin-print/1781321608695-720X720-Humano__Guerreiro__F__-_Com_Logo.png,10.99 USD,,,no,,rugged-demon-hunter,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/rugged-demon-hunter-dark-fantasy-miniature-unpainted-resin-print/1781321610541-720X720-Humano__Guerreiro__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
silver-wardens-legio-purificatus,Silver Wardens - Legio Purificatus,"The Silver Wardens – Legio Purificatus are not soldiers. They are the blade of absolution, the hammer of the divine, the last sound a demon hears before silence claims it. Each warrior is clad in sanctified armor engraved with scripture and bound by oaths older than empires. They march beneath banners of flame and faith, wielding relics forged for one purpose — to purge the unclean. ⚠️ Please Note: This listing is for UNPAINTED and UNASSEMBLED resin miniatures. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureEverything shown in the images is included: Five elite Wardens, each sculpted with ornate armor, purity seals, and relic iconography Relic blades, thunder hammers, halberds, and sanctified firearms Dynamic poses that radiate righteous aggression and battlefield dominance Perfect for: Demon‑hunting elite armies Proxy Grey Knights / Paladins / Terminator champions Custom heroes, relic bearers, or centerpiece characters Painters who crave ornate detail, deep recesses, and holy menace Collectors who want a squad that looks like it was sculpted inside a burning cathedral 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 For HobbyistsThis squad is a painter’s battlefield. Expect: Engraved scripture perfect for glow effects, edge highlights, and NMM Cloaks and robes ideal for blending, glazing, and dramatic contrast Deep armor recesses for grimdark shading Weapons begging for radiant OSL, sanctified heat effects, or brutal weathering Enough ornate detail to make every warrior feel like a character piece Whether you’re a beginner seeking a striking centerpiece or a veteran painter chasing the perfect holy glow, this squad rewards every brushstroke. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: DMG Minis Promotional Images: Provided by DMG Minis 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/silver-wardens-legio-purificatus,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-legio-purificatus/1783045037388-Purifiers.jpg,64.00 USD,,,no,,silver-wardens-legio-purificatus,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Sci-Fi collectible""",Category: Sci-Fi,,new,no,,,,,,Resin,,adult,,,,,,,,,,,
silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design,Silver Wardens Chaplain,"⚔️ A commanding battlefield presence, this Silver Warden Chaplain stands as a grim spiritual enforcer—equal parts holy warrior and relentless executioner. Clad in ornate power armor, crowned with a spiked halo, and wielding a sacred mace, this miniature is perfect for tabletop commanders, elite paladins, or grimdark sci‑fantasy forces. ⚠️ Unpainted and unassembled resin miniature. Painted images are official promotional renders from the licensed sculptor. 🧱 Print QualityPringed in 16K resolution with high-quality resin Cleaned, cured, and support‑removed with care Durable resin ideal for painting, gaming, or display 🎨 Perfect ForGrimdark sci‑fantasy wargames RPG campaigns (holy enforcer, zealot commander, divine inquisitor) Painters seeking a dramatic, ornate armored figure Centerpiece characters or elite squad leaders 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: DMG Minis Main Promotional Image: Provided by DMG Minis ⚠️ DisclaimerEmperiumForgeworks is an independent studio and is not affiliated with, endorsed by, or associated with any major miniature or wargaming companies. All models we sell are produced under proper commercial licenses from their respective creators. 📦 ShippingSecurely packaged to protect delicate details Combined shipping available Fast dispatch times",in_stock,,,https://emperiumforgeworks.com/shop/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294251341-SW_Chap_v2_WM.jpg,15.99 USD,,,no,,silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Sci-Fi collectible""",Category: Sci-Fi,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294251706-720X720-new-chap-1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294248189-720X720-new-chap-3.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294248485-DSC_7088.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294248792-DSC_7089.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294248991-DSC_7090.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294249641-DSC_7091.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294250083-DSC_7093.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294250487-DSC_7094.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-chaplain-gothic-armored-champion-miniature-licensed-dmg-minis-design/1781294250899-DSC_7095.JPG",new,no,,,,,,Resin,,adult,,,,,,,,,,,
silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures,Silver Wardens Heavy Armor Retinue,"🛡️ Bring elite firepower and grim authority to your tabletop with Inquisitor Cortez, accompanied by his Silver Wardens Heavy Armor Squad — a full retinue of heavily armored zealots ready to purge, judge, and enforce. Printed in high‑detail resin, cleaned, cured, and shipped with your choice of: Default bases (included) Upgraded custom textured bases (shown in images) Perfect for display pieces, RPG characters, skirmish wargames, or collectors who want centerpiece‑level sculpts. ⚠️ Unpainted and unassembled resin miniature. Painted images are official promotional renders from the licensed sculptor. ⚙️ What’s Included1× Inquisitor Cortez (with winged servo‑creature) 5× Silver Wardens Heavy Armor Troopers Mixed loadouts: swords, spears, hammers, guns, and heavy armor variants Printed in high‑resolution grey resin Cleaned, cured, and ready for primer Each miniature arrives unassembled, offering maximum flexibility for custom poses, conversions, and kitbash work. Base Options:Default bases (included) Upgraded textured bases (premium urban/industrial style) Sold as a 5‑pack for $10.50 normally Offered here as a discounted upgrade bundle 🖨️ Print QualityHigh‑resolution resin Crisp armor edges, clean weapon details, sharp silhouettes Supports removed, sanded, and fully cured Packed securely for safe shipping from Florida 📦 ShippingShips in protective foam and bubble wrap Tracking included Domestic & international options available 📜 LicensingPrinted under commercial license from DMG Minis. EmperiumForgeworks is an independent studio and is not affiliated with, endorsed by, or associated with any major tabletop or miniature gaming companies. All models are produced under proper commercial licenses from their respective creators.",in_stock,,,https://emperiumforgeworks.com/shop/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295658164-720X720-Cortez_w_retinue_WM.webp,10.99 USD,,,no,,silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Sci-Fi collectible""",Category: Sci-Fi,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295036748-group-photo.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295279773-DSC_7129_edited.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295299771-DSC_7148_edited.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295321786-DSC_7134_edited.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295333519-DSC_7138_edited.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295347295-DSC_7135_edited.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-heavy-armor-retinue-heroic-scale-resin-miniatures-optional-upgraded-scenic-bases-licensed-dmg-miniatures/1781295356796-DSC_7155_edited.JPG",new,no,,,,,,Resin,,adult,,,,,,,,,,,
silver-wardens-paladin-squad,Silver Wardens Paladin Squad,"Born from the crucible where faith meets fury, the Demon Hunter Paladin Squad stands as a brotherhood of armored executioners — warriors who stride into hell not to survive it, but to cleanse it. These are not mere soldiers. These are sanctified destroyers, clad in scripture‑wrapped war‑plate and armed with relics forged to carve truth into the flesh of the damned. Every model radiates the cold, unshakeable conviction of those who have seen the abyss and chosen to hunt it. ⚠️ Please Note: This listing is for UNPAINTED and UNASSEMBLED resin miniatures. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureEverything shown in the images is included: Elite Paladins in ornate, rune‑etched armor Relic blades, thunder hammers, halberds, and sanctified firepower An Apothecary bearing the tools of salvation, judgment, and final rites An Ancient carrying the sacred standard — a walking monument of wrath Hooded cloaks, purity seals, chained tomes, relic plates, and heraldic icons Dynamic poses that embody righteous aggression and battlefield dominance This squad is perfect for: Demon‑hunting elite armies Proxy Grey Knights / Paladins / Terminator champions Custom heroes, relic bearers, or centerpiece characters Painters who want ornate detail, dramatic surfaces, and holy menace Collectors seeking a squad that looks like it was sculpted inside a burning cathedral 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes40mm (Terminator scale) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 For HobbyistsThis squad is a painter’s battlefield. Expect: Engraved scripture perfect for glow effects, edge highlights, and NMM Cloaks and robes ideal for blending, glazing, and dramatic contrast Deep armor recesses for grimdark shading Weapons begging for radiant OSL, sanctified heat effects, or brutal weathering Enough ornate detail to make every warrior feel like a character piece Whether you’re a beginner seeking a striking centerpiece or a veteran painter chasing the perfect holy glow, this squad rewards every brushstroke. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: DMG Minis Promotional Images: Provided by DMG Minis 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/silver-wardens-paladin-squad,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-paladin-squad/1783043936914-Paladins2.png,62.99 USD,,,no,,silver-wardens-paladin-squad,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Sci-Fi collectible""",Category: Sci-Fi,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-paladin-squad/1783043531165-New_Pallys_group_2.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-paladin-squad/1783043531617-New_Pallys_group_1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-paladin-squad/1783043531314-New_Pally_1_1.jpg,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/silver-wardens-paladin-squad/1783043531481-New_Pally_1_2.jpg",new,no,,,,,,Resin,,adult,,,,,,,,,,,
skeletal-mage,Skeletal Mage,"Unleash dark arcane energy onto your tabletop with this highly detailed Skeletal Mage / Necromancer miniature, perfect for Dungeons & Dragons, Pathfinder, wargaming, or display collections. Cloaked in tattered crimson robes and gripping a staff crowned with a glowing arcane crystal, this figure brings eerie presence and cinematic flair to any campaign. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed skeletal mage / necromancer design Arcane staff topped with a crystal - perfect for OSL(Object Source Lighting) effects Tattered robes, scrolls, and runic accessories for rich visual storytelling Dynamic posing ideal for boss encounters or undead armies Perfect for DnD, Pathfinder, and other tabletop RPGs 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm 75mm (display scale) 150mm Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Perfect for Painters This miniature offers a fantastic mix of smooth surfaces and intricate detail—from flowing robes to skeletal features—making it ideal for both subtle shading and high‑contrast painting styles. 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/skeletal-mage,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-mage/1781323388597-720X720-Esqueleto_Mago__F__-_Com_Logo.png,10.99 USD,,,no,,skeletal-mage,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-mage/1781323390505-720X720-Esqueleto_Mago__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
skeletal-warbands,Skeletal Warbands,"A disciplined undead force marches from the grave. These Skeletal Warbands give you flexible, affordable infantry formations built from Dungeon Master Shop’s dark fantasy undead line — perfect for army building, encounter prep, or expanding your necromancer’s forces. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ Warband Options1x Knight + 1x Warrior + 1x Spearman A balanced 3‑unit infantry core.1x Knight + 1x Warrior + 1x Spearman + 3x Archers A mixed melee/ranged squad ideal for mid‑tier encounters.1x Knight + 1x Warrior + 3x Spearman A larger frontline formation with extra reach weapons. 1x Knight + 1x Warrior + 3x Spearman + 3 Archers A full 8‑unit warband with both melee density and ranged support. Add‑MinotaurAdd a Skeletal Minotaur to any formation. A towering undead brute that elevates any encounter. 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available SizesDesigned in 32mm scale based on a standard human reference. Scale may vary between models to accurately reflect different proportions commonly found in RPG settings. Custom sizes are available upon request—please send a message for pricing and availability. 🧩 Perfect ForDungeon Masters building undead encounters of any size — from small skirmishes to full warbands Wargamers assembling modular undead infantry blocks for rank‑and‑flank or skirmish systems Necromancer‑themed campaigns needing cohesive, matching units Army builders who want affordable, repeatable skeleton formations Speed‑painting projects where consistent poses and clean prints matter Players running undead PCs, lieutenants, or minions Collectors who want high‑detail undead sculpts without premium pricing 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: Dungeon Master Shop Promotional Images: Provided by Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/skeletal-warbands,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781460990666-skellies_encounter_cover.png,6.99 USD,,,no,,skeletal-warbands,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,"https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781446224853-720X720-Esqueleto_-_Guerreiro__F__-_Com_Logo.png,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781446260492-720X720-Esqueleto_Guerreiro__F__-_Com_Logo.png,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781446269628-720X720-Esqueleto_Lanceiro__F__-_Com_Logo.png,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781446291730-720X720-Esqueleto_Arqueiro__F__-_Com_Logo.png,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781446280562-720X720-Minotauro__F__-_Com_Logo.png,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781460861406-INF-3.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781460861031-INF-3-RG-3.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781460861617-INF-5.JPG,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/skeletal-warbands/1781460861771-INF-5-RG-3.JPG",new,no,,,,,,Resin,,adult,,,,,,,,,,,
sword-board-warrior,Sword and Shield Warrior,"🛡️ A noble warrior clad in ornate full plate, this Paladin stands as a symbol of honor, discipline, and unwavering resolve. Featuring a raised World Tree heraldic shield, layered armor textures, and a veteran’s stern expression, this miniature is ideal for elite commanders, faction leaders, or centerpiece heroes in any fantasy RPG setting. The scenic rocky base adds depth and realism, making it equally suited for tabletop play or high‑end display painting. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureHighly detailed heraldic shield with raised World Tree emblem Realistic full plate armor with layered textures and ornate detailing Expressive, veteran‑style facial sculpt Dynamic yet grounded heroic pose Scenic rocky base with vegetation and terrain detail 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes32mm (standard tabletop scale) 40mm 75mm (display scale) 120mm Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Recommended UsesPaladin characters Human fighters Knight commanders Elite NPCs or faction leaders Display painting projects 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/sword-board-warrior,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/sword-board-warrior/1781325359554-Guerreiro_-_Humano__F__-_Com_Logo.png,10.99 USD,,,no,,sword-board-warrior,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/sword-board-warrior/1781325361764-720X720-Guerreiro_-_Humano__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
titanic-purple-burrower-miniature,Titanic Purple Burrower Miniature,"🟣 Tearing violently through shattered stone, this towering purple burrower brings one of fantasy’s most iconic underground horrors to life. Armored scales, a cavernous fang‑lined maw, and a dynamic erupting‑from‑the-earth pose make this an unforgettable centerpiece for any tabletop. Perfect for boss encounters, subterranean ambushes, or collectors seeking a dramatic display creature. ⚠️ Please Note: This listing is for an UNPAINTED resin miniature. The painted images shown are official promotional renders to showcase the sculpt’s detail and painting potential. ⚔️ About the MiniatureMassive, terrifying worm‑like monster with armored segmented scales Brutal open maw with exposed fangs and layered teeth Dynamic pose bursting from shattered rocky terrain Highly textured body for exceptional drybrushing and contrast painting Perfect for epic boss fights and high‑level RPG encounters 🧱 Print QualityPrinted in high-resolution resin for crisp, clean details Carefully cleaned and cured Supports removed with attention to preserving fine detail 📏 Available Sizes110mm height (Large/Huge Monster Scale) Custom sizes are available upon request—please send a message for pricing and availability. 🎨 Recommended UsesUnderground boss monster Desert or abyssal horror High‑level encounter centerpiece Display model for painters Perfect for ambush scenes and terrain‑heavy battles 📜 Licensing & CreditsThis miniature is officially licensed for physical sale. Sculpt & Design: The Dungeon Master Shop Promotional Images: Provided by The Dungeon Master Shop 📦 Shipping & HandlingSecurely packaged to prevent damage Processing times listed in shop policies",in_stock,,,https://emperiumforgeworks.com/shop/titanic-purple-burrower-miniature,,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/titanic-purple-burrower-miniature/1781360719844-720X720-Verme_Purpura__F__-_Com_Logo.png,54.99 USD,,,no,,titanic-purple-burrower-miniature,Emperium Forgeworks,"""Unpainted resin miniature"", ""High-resolution resin print"", ""Fantasy collectible""",Category: Fantasy,https://amplify-d25csy1hf0rl22-ma-productimagesbucketf9909-b84mnfgiccm4.s3.us-east-1.amazonaws.com/products/titanic-purple-burrower-miniature/1781360721760-720X720-Verme_Purpura__C__-_Com_Logo.png,new,no,,,,,,Resin,,adult,,,,,,,,,,,
